bowler,bowling_team,venue,runs_conceded,balls_bowled,wickets,economy_rate
AD Mathews,Kolkata Knight Riders,Dr DY Patil Sports Academy,27,26,1,6.23
AD Mathews,Kolkata Knight Riders,Eden Gardens,150,103,5,8.74
AD Mathews,Kolkata Knight Riders,Feroz Shah Kotla,11,12,0,5.5
AD Mathews,Kolkata Knight Riders,M Chinnaswamy Stadium,26,18,1,8.67
AD Mathews,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",15,7,0,12.86
AD Mathews,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",26,24,1,6.5
AD Mathews,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",33,18,0,11.0
AD Mathews,Kolkata Knight Riders,SuperSport Park,32,15,0,12.8
AD Mathews,Pune Warriors,Eden Gardens,19,24,2,4.75
AD Mathews,Pune Warriors,Feroz Shah Kotla,32,13,0,14.77
AD Mathews,Pune Warriors,JSCA International Stadium Complex,25,18,1,8.33
AD Mathews,Pune Warriors,M Chinnaswamy Stadium,36,24,1,9.0
AD Mathews,Pune Warriors,"MA Chidambaram Stadium, Chepauk",12,6,0,12.0
AD Mathews,Pune Warriors,Maharashtra Cricket Association Stadium,29,24,0,7.25
AD Mathews,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",20,18,1,6.67
AD Mathews,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",16,12,0,8.0
AD Mathews,Pune Warriors,Sawai Mansingh Stadium,63,42,2,9.0
AD Mathews,Pune Warriors,Subrata Roy Sahara Stadium,159,141,6,6.77
AD Mathews,Pune Warriors,Wankhede Stadium,29,24,0,7.25
AD Russell,Delhi Capitals,Eden Gardens,24,19,0,7.58
AD Russell,Delhi Capitals,Feroz Shah Kotla,85,50,0,10.2
AD Russell,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,51,25,1,12.24
AD Russell,Delhi Capitals,"MA Chidambaram Stadium, Chepauk",31,24,0,7.75
AD Russell,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal",39,24,0,9.75
AD Russell,Kolkata Knight Riders,Arun Jaitley Stadium,56,37,2,9.08
AD Russell,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",12,7,0,10.29
AD Russell,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",18,15,2,7.2
AD Russell,Kolkata Knight Riders,Brabourne Stadium,32,24,3,8.0
AD Russell,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",69,38,4,10.89
AD Russell,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",108,55,8,11.78
AD Russell,Kolkata Knight Riders,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6,6,1,6.0
AD Russell,Kolkata Knight Riders,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",14,8,1,10.5
AD Russell,Kolkata Knight Riders,Eden Gardens,660,470,29,8.43
AD Russell,Kolkata Knight Riders,"Eden Gardens, Kolkata",267,138,12,11.61
AD Russell,Kolkata Knight Riders,Feroz Shah Kotla,48,42,4,6.86
AD Russell,Kolkata Knight Riders,Holkar Cricket Stadium,42,24,3,10.5
AD Russell,Kolkata Knight Riders,JSCA International Stadium Complex,27,12,1,13.5
AD Russell,Kolkata Knight Riders,M Chinnaswamy Stadium,46,36,2,7.67
AD Russell,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",59,49,4,7.22
AD Russell,Kolkata Knight Riders,M.Chinnaswamy Stadium,47,26,3,10.85
AD Russell,Kolkata Knight Riders,MA Chidambaram Stadium,35,24,0,8.75
AD Russell,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",27,28,2,5.79
AD Russell,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",112,69,9,9.74
AD Russell,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,59,38,2,9.32
AD Russell,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",53,51,5,6.24
AD Russell,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",17,15,1,6.8
AD Russell,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,30,19,1,9.47
AD Russell,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",18,6,0,18.0
AD Russell,Kolkata Knight Riders,Rajiv Gandhi International Stadium,43,26,1,9.92
AD Russell,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",21,24,2,5.25
AD Russell,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",15,7,1,12.86
AD Russell,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",27,19,1,8.53
AD Russell,Kolkata Knight Riders,Sharjah Cricket Stadium,80,52,3,9.23
AD Russell,Kolkata Knight Riders,Sheikh Zayed Stadium,98,62,4,9.48
AD Russell,Kolkata Knight Riders,Wankhede Stadium,111,69,2,9.65
AD Russell,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",129,77,7,10.05
AD Russell,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",75,56,4,8.04
AF Milne,Chennai Super Kings,"Wankhede Stadium, Mumbai",19,15,0,7.6
AF Milne,Mumbai Indians,Dubai International Cricket Stadium,71,49,4,8.69
AF Milne,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",35,19,0,11.05
AF Milne,Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",29,19,0,9.16
AF Milne,Royal Challengers Bangalore,M Chinnaswamy Stadium,76,49,4,9.31
AF Milne,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,35,26,0,8.08
AF Milne,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,45,27,1,10.0
AF Milne,Royal Challengers Bangalore,Wankhede Stadium,29,13,0,13.38
AG Murtaza,Mumbai Indians,Brabourne Stadium,66,48,4,8.25
AG Murtaza,Mumbai Indians,Eden Gardens,27,25,0,6.48
AG Murtaza,Mumbai Indians,Feroz Shah Kotla,21,25,3,5.04
AG Murtaza,Mumbai Indians,M Chinnaswamy Stadium,31,24,0,7.75
AG Murtaza,Mumbai Indians,Sawai Mansingh Stadium,15,24,0,3.75
AG Murtaza,Mumbai Indians,Wankhede Stadium,55,49,2,6.73
AG Murtaza,Pune Warriors,JSCA International Stadium Complex,34,24,0,8.5
AG Murtaza,Pune Warriors,M Chinnaswamy Stadium,46,13,0,21.23
AG Murtaza,Pune Warriors,Subrata Roy Sahara Stadium,27,37,3,4.38
AJ Finch,Delhi Capitals,Feroz Shah Kotla,13,13,0,6.0
AJ Finch,Pune Warriors,M Chinnaswamy Stadium,29,6,0,29.0
AJ Finch,Pune Warriors,"MA Chidambaram Stadium, Chepauk",9,6,0,9.0
AJ Finch,Pune Warriors,Wankhede Stadium,11,12,1,5.5
AJ Finch,Rajasthan Royals,Eden Gardens,5,7,0,4.29
AJ Hosein,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",41,24,1,10.25
AJ Tye,Gujarat Lions,M Chinnaswamy Stadium,13,24,3,3.25
AJ Tye,Gujarat Lions,Saurashtra Cricket Association Stadium,98,79,7,7.44
AJ Tye,Gujarat Lions,Wankhede Stadium,35,25,2,8.4
AJ Tye,Kings XI Punjab,Arun Jaitley Stadium,27,26,2,6.23
AJ Tye,Kings XI Punjab,Eden Gardens,67,50,3,8.04
AJ Tye,Kings XI Punjab,Holkar Cricket Stadium,139,99,8,8.42
AJ Tye,Kings XI Punjab,M.Chinnaswamy Stadium,28,25,2,6.72
AJ Tye,Kings XI Punjab,MA Chidambaram Stadium,38,25,0,9.12
AJ Tye,Kings XI Punjab,Maharashtra Cricket Association Stadium,47,29,0,9.72
AJ Tye,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,268,163,7,9.87
AJ Tye,Kings XI Punjab,Rajiv Gandhi International Stadium,28,24,0,7.0
AJ Tye,Kings XI Punjab,Sawai Mansingh Stadium,34,24,5,8.5
AJ Tye,Kings XI Punjab,Wankhede Stadium,16,25,4,3.84
AJ Tye,Lucknow Super Giants,"Brabourne Stadium, Mumbai",42,25,3,10.08
AJ Tye,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",71,44,0,9.68
AJ Tye,Rajasthan Royals,Sharjah Cricket Stadium,54,27,2,12.0
AK Markram,Punjab Kings,Sharjah Cricket Stadium,5,6,0,5.0
AK Markram,Punjab Kings,"Zayed Cricket Stadium, Abu Dhabi",18,19,0,5.68
AK Markram,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",14,12,0,7.0
AK Markram,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",11,6,0,11.0
AK Markram,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",17,12,1,8.5
AK Markram,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",26,19,0,8.21
AK Markram,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",36,18,0,12.0
AK Markram,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",13,6,0,13.0
AK Markram,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",32,24,1,8.0
AK Markram,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",1,1,0,6.0
AL Menaria,Rajasthan Royals,Eden Gardens,3,6,1,3.0
AL Menaria,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",23,19,0,7.26
AL Menaria,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",7,6,0,7.0
AL Menaria,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",8,6,0,8.0
AL Menaria,Rajasthan Royals,Sawai Mansingh Stadium,91,70,2,7.8
AL Menaria,Rajasthan Royals,Wankhede Stadium,12,6,0,12.0
AM Nayar,Kings XI Punjab,Dr DY Patil Sports Academy,27,21,1,7.71
AM Nayar,Kings XI Punjab,Feroz Shah Kotla,22,12,1,11.0
AM Nayar,Kings XI Punjab,M Chinnaswamy Stadium,25,12,0,12.5
AM Nayar,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",27,18,0,9.0
AM Nayar,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",10,6,0,10.0
AM Nayar,Mumbai Indians,Buffalo Park,20,19,1,6.32
AM Nayar,Mumbai Indians,Dr DY Patil Sports Academy,22,7,0,18.86
AM Nayar,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",14,6,0,14.0
AM Nayar,Mumbai Indians,New Wanderers Stadium,26,28,0,5.57
AM Nayar,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",19,18,1,6.33
AM Nayar,Mumbai Indians,Sawai Mansingh Stadium,4,6,0,4.0
AM Nayar,Mumbai Indians,St George's Park,13,18,3,4.33
AM Nayar,Mumbai Indians,SuperSport Park,25,12,0,12.5
AM Nayar,Mumbai Indians,Wankhede Stadium,10,6,0,10.0
AM Nayar,Pune Warriors,"MA Chidambaram Stadium, Chepauk",21,18,1,7.0
AM Nayar,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,15,13,1,6.92
AM Nayar,Pune Warriors,Subrata Roy Sahara Stadium,23,19,0,7.26
AM Rahane,Mumbai Indians,SuperSport Park,5,6,1,5.0
AM Salvi,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,41,25,2,9.84
AM Salvi,Delhi Capitals,Kingsmead,41,19,0,12.95
AM Salvi,Delhi Capitals,New Wanderers Stadium,30,24,0,7.5
AM Salvi,Delhi Capitals,Newlands,17,12,1,8.5
AM Salvi,Delhi Capitals,OUTsurance Oval,22,25,2,5.28
AM Salvi,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal",26,25,1,6.24
AM Salvi,Delhi Capitals,SuperSport Park,28,26,1,6.46
AN Ahmed,Mumbai Indians,Eden Gardens,32,24,3,8.0
AN Ahmed,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",99,57,1,10.42
AN Ahmed,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",27,25,1,6.48
AN Ahmed,Mumbai Indians,Subrata Roy Sahara Stadium,27,24,2,6.75
AN Ahmed,Mumbai Indians,Wankhede Stadium,81,67,3,7.25
AN Ahmed,Royal Challengers Bangalore,Eden Gardens,62,48,2,7.75
AN Ahmed,Royal Challengers Bangalore,JSCA International Stadium Complex,19,24,1,4.75
AN Ahmed,Royal Challengers Bangalore,M Chinnaswamy Stadium,146,79,2,11.09
AN Ahmed,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",22,14,0,9.43
AP Dole,Rajasthan Royals,Sawai Mansingh Stadium,70,47,3,8.94
AP Dole,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",44,26,2,10.15
AR Patel,Delhi Capitals,Arun Jaitley Stadium,119,139,7,5.14
AR Patel,Delhi Capitals,"Arun Jaitley Stadium, Delhi",270,209,8,7.75
AR Patel,Delhi Capitals,"Barsapara Cricket Stadium, Guwahati",38,24,0,9.5
AR Patel,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",65,48,1,8.12
AR Patel,Delhi Capitals,"Brabourne Stadium, Mumbai",84,66,2,7.64
AR Patel,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",73,66,2,6.64
AR Patel,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,62,48,1,7.75
AR Patel,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",39,24,1,9.75
AR Patel,Delhi Capitals,Dubai International Cricket Stadium,291,277,13,6.3
AR Patel,Delhi Capitals,Eden Gardens,30,24,0,7.5
AR Patel,Delhi Capitals,"Eden Gardens, Kolkata",25,24,2,6.25
AR Patel,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",27,18,1,9.0
AR Patel,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",49,36,1,8.17
AR Patel,Delhi Capitals,M.Chinnaswamy Stadium,22,24,1,5.5
AR Patel,Delhi Capitals,MA Chidambaram Stadium,31,18,1,10.33
AR Patel,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",61,54,4,6.78
AR Patel,Delhi Capitals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",26,24,0,6.5
AR Patel,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",37,24,0,9.25
AR Patel,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",128,122,6,6.3
AR Patel,Delhi Capitals,Rajiv Gandhi International Stadium,23,12,0,11.5
AR Patel,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",21,24,2,5.25
AR Patel,Delhi Capitals,Sawai Mansingh Stadium,39,24,1,9.75
AR Patel,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",21,24,1,5.25
AR Patel,Delhi Capitals,Sharjah Cricket Stadium,97,104,4,5.6
AR Patel,Delhi Capitals,Sheikh Zayed Stadium,108,85,2,7.62
AR Patel,Delhi Capitals,Wankhede Stadium,42,18,1,14.0
AR Patel,Delhi Capitals,"Wankhede Stadium, Mumbai",164,129,4,7.63
AR Patel,Delhi Capitals,"Zayed Cricket Stadium, Abu Dhabi",27,25,1,6.48
AR Patel,Kings XI Punjab,Barabati Stadium,48,48,0,6.0
AR Patel,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,73,50,2,8.76
AR Patel,Kings XI Punjab,Dubai International Cricket Stadium,15,12,0,7.5
AR Patel,Kings XI Punjab,Eden Gardens,109,97,4,6.74
AR Patel,Kings XI Punjab,Feroz Shah Kotla,101,85,3,7.13
AR Patel,Kings XI Punjab,Holkar Cricket Stadium,144,118,3,7.32
AR Patel,Kings XI Punjab,M Chinnaswamy Stadium,151,114,7,7.95
AR Patel,Kings XI Punjab,M.Chinnaswamy Stadium,26,24,1,6.5
AR Patel,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",35,25,1,8.4
AR Patel,Kings XI Punjab,Maharashtra Cricket Association Stadium,129,97,4,7.98
AR Patel,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,35,18,1,11.67
AR Patel,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",305,231,7,7.92
AR Patel,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",171,146,10,7.03
AR Patel,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",103,72,2,8.58
AR Patel,Kings XI Punjab,"Sardar Patel Stadium, Motera",30,25,2,7.2
AR Patel,Kings XI Punjab,Saurashtra Cricket Association Stadium,58,49,6,7.1
AR Patel,Kings XI Punjab,Sawai Mansingh Stadium,24,18,0,8.0
AR Patel,Kings XI Punjab,Sharjah Cricket Stadium,44,48,3,5.5
AR Patel,Kings XI Punjab,Sheikh Zayed Stadium,52,51,3,6.12
AR Patel,Kings XI Punjab,Wankhede Stadium,152,110,5,8.29
AS Joseph,Gujarat Titans,"Arun Jaitley Stadium, Delhi",29,25,2,6.96
AS Joseph,Gujarat Titans,"Brabourne Stadium, Mumbai",85,49,2,10.41
AS Joseph,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",58,44,1,7.91
AS Joseph,Gujarat Titans,"Eden Gardens, Kolkata",27,12,0,13.5
AS Joseph,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",48,37,2,7.78
AS Joseph,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",113,72,4,9.42
AS Joseph,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",32,29,1,6.62
AS Joseph,Gujarat Titans,"Wankhede Stadium, Mumbai",103,67,3,9.22
AS Joseph,Mumbai Indians,Rajiv Gandhi International Stadium,14,24,6,3.5
AS Joseph,Mumbai Indians,Wankhede Stadium,75,31,0,14.52
AS Joseph,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",77,38,1,12.16
AS Joseph,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chepauk, Chennai",46,26,0,10.62
AS Rajpoot,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",26,19,1,8.21
AS Rajpoot,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",11,6,0,11.0
AS Rajpoot,Kings XI Punjab,Arun Jaitley Stadium,23,26,2,5.31
AS Rajpoot,Kings XI Punjab,Eden Gardens,33,20,0,9.9
AS Rajpoot,Kings XI Punjab,Holkar Cricket Stadium,93,45,1,12.4
AS Rajpoot,Kings XI Punjab,M.Chinnaswamy Stadium,47,26,0,10.85
AS Rajpoot,Kings XI Punjab,Maharashtra Cricket Association Stadium,19,25,2,4.56
AS Rajpoot,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,24,25,0,5.76
AS Rajpoot,Kings XI Punjab,Rajiv Gandhi International Stadium,15,24,5,3.75
AS Rajpoot,Kings XI Punjab,Sawai Mansingh Stadium,34,26,2,7.85
AS Rajpoot,Kings XI Punjab,Wankhede Stadium,99,51,2,11.65
AS Rajpoot,Kolkata Knight Riders,Eden Gardens,81,68,3,7.15
AS Rajpoot,Kolkata Knight Riders,Green Park,36,22,1,9.82
AS Rajpoot,Kolkata Knight Riders,M Chinnaswamy Stadium,40,32,0,7.5
AS Rajpoot,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",20,12,0,10.0
AS Rajpoot,Kolkata Knight Riders,Wankhede Stadium,37,25,3,8.88
AS Rajpoot,Rajasthan Royals,Dubai International Cricket Stadium,52,35,1,8.91
AS Rajpoot,Rajasthan Royals,Sharjah Cricket Stadium,40,26,1,9.23
AS Rajpoot,Rajasthan Royals,Sheikh Zayed Stadium,114,54,0,12.67
AS Raut,Rajasthan Royals,De Beers Diamond Oval,13,6,0,13.0
AS Raut,Rajasthan Royals,OUTsurance Oval,11,6,0,11.0
AS Raut,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",8,6,0,8.0
AS Raut,Rajasthan Royals,St George's Park,7,6,0,7.0
AS Raut,Rajasthan Royals,SuperSport Park,6,6,0,6.0
AS Roy,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",19,26,2,4.38
AS Roy,Kolkata Knight Riders,"Eden Gardens, Kolkata",56,18,1,18.67
AS Roy,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",6,12,0,3.0
AS Roy,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",18,10,0,10.8
AS Roy,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",27,18,0,9.0
AS Roy,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",26,19,1,8.21
AS Roy,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",28,24,1,7.0
AS Roy,Mumbai Indians,MA Chidambaram Stadium,11,15,1,4.4
AU Rashid,Punjab Kings,Dubai International Cricket Stadium,35,18,0,11.67
AU Rashid,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",23,18,2,7.67
AU Rashid,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",33,24,0,8.25
AUK Pathan,Royal Challengers Bangalore,M Chinnaswamy Stadium,44,27,0,9.78
AUK Pathan,Royal Challengers Bangalore,Nehru Stadium,19,14,0,8.14
Abdul Samad,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",8,6,0,8.0
Abdul Samad,Sunrisers Hyderabad,Dubai International Cricket Stadium,69,31,1,13.35
Abdul Samad,Sunrisers Hyderabad,Sharjah Cricket Stadium,36,18,1,12.0
Abdur Razzak,Royal Challengers Bangalore,Sawai Mansingh Stadium,29,14,0,12.43
Abhishek Sharma,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",26,18,1,8.67
Abhishek Sharma,Sunrisers Hyderabad,Dubai International Cricket Stadium,56,36,2,9.33
Abhishek Sharma,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bengaluru",10,6,0,10.0
Abhishek Sharma,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",67,62,4,6.48
Abhishek Sharma,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",15,6,0,15.0
Abhishek Sharma,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",13,7,0,11.14
Abhishek Sharma,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,21,13,1,9.69
Abhishek Sharma,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",89,50,1,10.68
Abhishek Sharma,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",16,12,0,8.0
Abhishek Sharma,Sunrisers Hyderabad,Sharjah Cricket Stadium,9,12,0,4.5
Abhishek Sharma,Sunrisers Hyderabad,Sheikh Zayed Stadium,45,31,0,8.71
Abhishek Sharma,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",24,18,0,8.0
Abhishek Sharma,Sunrisers Hyderabad,"Zayed Cricket Stadium, Abu Dhabi",5,7,2,4.29
Akash Deep,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",142,70,4,12.17
Akash Deep,Royal Challengers Bangalore,"Eden Gardens, Kolkata",34,15,0,13.6
Akash Deep,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",29,18,1,9.67
Akash Deep,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",20,24,2,5.0
Akash Deep,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",44,25,0,10.56
Akash Deep,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",55,23,1,14.35
Akash Madhwal,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",31,26,0,7.15
Akash Madhwal,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",10,27,7,2.22
Akash Madhwal,Mumbai Indians,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",48,24,2,12.0
Akash Madhwal,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",52,26,2,12.0
Akash Madhwal,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",37,19,0,11.68
Akash Madhwal,Mumbai Indians,"Wankhede Stadium, Mumbai",253,157,11,9.67
Akash Singh,Chennai Super Kings,"Eden Gardens, Kolkata",29,25,1,6.96
Akash Singh,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",35,18,1,11.67
Akash Singh,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",92,62,3,8.9
Akash Singh,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",32,12,0,16.0
Akash Singh,Rajasthan Royals,"Zayed Cricket Stadium, Abu Dhabi",39,24,0,9.75
Aman Hakim Khan,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",13,6,0,13.0
Anand Rajan,Sunrisers Hyderabad,Barabati Stadium,12,13,1,5.54
Anand Rajan,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,11,12,0,5.5
Anand Rajan,Sunrisers Hyderabad,Feroz Shah Kotla,20,25,1,4.8
Anand Rajan,Sunrisers Hyderabad,Himachal Pradesh Cricket Association Stadium,23,13,1,10.62
Anand Rajan,Sunrisers Hyderabad,M Chinnaswamy Stadium,45,25,1,10.8
Anand Rajan,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",23,26,1,5.31
Anand Rajan,Sunrisers Hyderabad,Sawai Mansingh Stadium,45,26,1,10.38
Anand Rajan,Sunrisers Hyderabad,Wankhede Stadium,27,22,4,7.36
Ankit Sharma,Rajasthan Royals,JSCA International Stadium Complex,21,24,2,5.25
Ankit Sharma,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",31,25,1,7.44
Ankit Sharma,Rajasthan Royals,Maharashtra Cricket Association Stadium,28,18,0,9.33
Ankit Sharma,Rajasthan Royals,"Sardar Patel Stadium, Motera",49,42,3,7.0
Ankit Sharma,Rajasthan Royals,Sawai Mansingh Stadium,11,6,0,11.0
Ankit Sharma,Rajasthan Royals,Wankhede Stadium,29,25,1,6.96
Ankit Sharma,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,57,44,0,7.77
Ankit Sharma,Rising Pune Supergiant,"Punjab Cricket Association IS Bindra Stadium, Mohali",27,26,1,6.23
Ankit Sharma,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,16,6,0,16.0
Ankit Sharma,Sunrisers Hyderabad,Barabati Stadium,28,36,2,4.67
Ankit Sharma,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,46,42,1,6.57
